,name,cmc,colors,type,subtypes,rarity,power,toughness,image_url,code,release_date
586,Aven Battle Priest,6.0,['White'],Creature — Bird Cleric,"['Bird', 'Cleric']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=398627&type=card,ORI,2015-07-17
587,Aven Brigadier,6.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Rare,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=40131&type=card,ONS,2002-10-07
588,Aven Cloudchaser,4.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29694&type=card,ODY,2001-10-01
589,Aven Envoy,1.0,['Blue'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=44325&type=card,LGN,2003-02-03
590,Aven Eternal,3.0,['Blue'],Creature — Zombie Bird Warrior,"['Zombie', 'Bird', 'Warrior']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=460969&type=card,WAR,2019-05-03
591,Aven Farseer,2.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=44343&type=card,SCG,2003-05-26
592,Aven Fateshaper,7.0,['Blue'],Creature — Bird Wizard,"['Bird', 'Wizard']",Uncommon,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=40655&type=card,ONS,2002-10-07
593,Aven Fisher,4.0,['Blue'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=31815&type=card,ODY,2001-10-01
594,Aven Fleetwing,4.0,['Blue'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220145&type=card,M12,2011-07-15
595,Aven Flock,5.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=31767&type=card,ODY,2001-10-01
596,Aven Fogbringer,4.0,['Blue'],Creature — Bird Wizard,"['Bird', 'Wizard']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21275&type=card,JUD,2002-05-27
597,Aven Initiate,4.0,['Blue'],Creature — Bird Warrior,"['Bird', 'Warrior']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426745&type=card,AKH,2017-04-28
598,Aven Liberator,4.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=43626&type=card,SCG,2003-05-26
599,Aven Mimeomancer,3.0,"['Blue', 'White']",Creature — Bird Wizard,"['Bird', 'Wizard']",Rare,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180608&type=card,ARB,2009-04-30
600,Aven Mindcensor,3.0,['White'],Creature — Bird Wizard,"['Bird', 'Wizard']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136204&type=card,FUT,2007-05-04
601,Aven Redeemer,4.0,['White'],Creature — Bird Cleric,"['Bird', 'Cleric']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=43497&type=card,LGN,2003-02-03
602,Aven Reedstalker,4.0,['Blue'],Creature — Bird Warrior,"['Bird', 'Warrior']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430719&type=card,HOU,2017-07-14
603,Aven Riftwatcher,3.0,['White'],Creature — Bird Rebel Soldier,"['Bird', 'Rebel', 'Soldier']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=108899&type=card,PLC,2007-02-02
604,Aven Sentry,4.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=442891&type=card,DOM,2018-04-27
605,Aven Skirmisher,1.0,['White'],Creature — Bird Warrior,"['Bird', 'Warrior']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391797&type=card,FRF,2015-01-23
606,Aven Smokeweaver,4.0,['Blue'],Creature — Bird Soldier,"['Bird', 'Soldier']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29709&type=card,ODY,2001-10-01
607,Aven Soulgazer,5.0,['White'],Creature — Bird Cleric,"['Bird', 'Cleric']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=39520&type=card,ONS,2002-10-07
608,Aven Squire,2.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=184992&type=card,CON,2009-02-06
609,Aven Sunstriker,3.0,['White'],Creature — Bird Warrior,"['Bird', 'Warrior']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394504&type=card,DTK,2015-03-27
610,Aven Surveyor,5.0,['Blue'],Creature — Bird Scout,"['Bird', 'Scout']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391798&type=card,FRF,2015-01-23
611,Aven Tactician,5.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394505&type=card,DTK,2015-03-27
613,Aven Trooper,4.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5584&type=card,TOR,2002-02-04
614,Aven Warhawk,5.0,['White'],Creature — Bird Soldier,"['Bird', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=45838&type=card,LGN,2003-02-03
615,Aven Wind Guide,4.0,"['Blue', 'White']",Creature — Bird Warrior,"['Bird', 'Warrior']",Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426897&type=card,AKH,2017-04-28
616,Aven Wind Mage,3.0,['Blue'],Creature — Bird Wizard,"['Bird', 'Wizard']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447181&type=card,M19,2018-07-13
617,Aven Windreader,5.0,['Blue'],Creature — Bird Soldier Wizard,"['Bird', 'Soldier', 'Wizard']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29716&type=card,ODY,2001-10-01
618,Aven of Enduring Hope,5.0,['White'],Creature — Bird Cleric,"['Bird', 'Cleric']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430694&type=card,HOU,2017-07-14
619,Avenger en-Dal,2.0,['White'],Creature — Human Spellshaper,"['Human', 'Spellshaper']",Rare,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21263&type=card,NEM,2000-02-14
620,Avenger of Zendikar,7.0,['Green'],Creature — Elemental,['Elemental'],Mythic,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=201570&type=card,WWK,2010-02-05
621,Avenging Angel,5.0,['White'],Creature — Angel,['Angel'],Rare,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4863&type=card,TMP,1997-10-14
622,Avenging Druid,3.0,['Green'],Creature — Human Druid,"['Human', 'Druid']",Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=6137&type=card,EXO,1998-06-15
623,Avian Changeling,3.0,['White'],Creature — Shapeshifter,['Shapeshifter'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145813&type=card,LRW,2007-10-12
624,Aviary Mechanic,2.0,['White'],Creature — Dwarf Artificer,"['Dwarf', 'Artificer']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417579&type=card,KLD,2016-09-30
625,Aviation Pioneer,3.0,['Blue'],Creature — Human Artificer,"['Human', 'Artificer']",Common,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447182&type=card,M19,2018-07-13
626,Avid Reclaimer,3.0,['Green'],Creature — Human Druid,"['Human', 'Druid']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=432880&type=card,HOU,2017-07-14
627,Avizoa,4.0,['Blue'],Creature — Jellyfish,['Jellyfish'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=4481&type=card,WTH,1997-06-09
629,Awakener Druid,3.0,['Green'],Creature — Human Druid,"['Human', 'Druid']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189907&type=card,M10,2009-07-17
630,Awoken Horror,2.0,['Blue'],Creature — Kraken Horror,"['Kraken', 'Horror']",Rare,7,8,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=409837&type=card,SOI,2016-04-08
631,Axebane Beast,4.0,['Green'],Creature — Beast,['Beast'],Common,3,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457265&type=card,RNA,2019-01-25
632,Axebane Guardian,3.0,['Green'],Creature — Human Druid,"['Human', 'Druid']",Common,0,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253556&type=card,RTR,2012-10-05
633,Axebane Stag,7.0,['Green'],Creature — Elk,['Elk'],Common,6,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265383&type=card,RTR,2012-10-05
634,Axegrinder Giant,6.0,['Red'],Creature — Giant Warrior,"['Giant', 'Warrior']",Common,6,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145976&type=card,LRW,2007-10-12
635,Axelrod Gunnarson,8.0,"['Black', 'Red']",Legendary Creature — Giant,['Giant'],Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1645&type=card,LEG,1994-06-01
636,"Ayara, First of Locthwain",3.0,['Black'],Legendary Creature — Elf Noble,"['Elf', 'Noble']",Rare,2,3,,ELD,2019-10-04
637,Ayesha Tanaka,4.0,"['Blue', 'White']",Legendary Creature — Human Artificer,"['Human', 'Artificer']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1646&type=card,LEG,1994-06-01
638,"Ayli, Eternal Pilgrim",2.0,"['Black', 'White']",Legendary Creature — Kor Cleric,"['Kor', 'Cleric']",Rare,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407661&type=card,OGW,2016-01-22
639,Aysen Bureaucrats,2.0,['White'],Creature — Human Advisor,"['Human', 'Advisor']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3013&type=card,HML,1995-10-01
641,"Ayula, Queen Among Bears",2.0,['Green'],Legendary Creature — Bear,['Bear'],Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464104&type=card,MH1,2019-06-14
642,"Ayumi, the Last Visitor",5.0,['Green'],Legendary Creature — Spirit,['Spirit'],Rare,7,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=84370&type=card,SOK,2005-06-03
643,"Azami, Lady of Scrolls",5.0,['Blue'],Legendary Creature — Human Wizard,"['Human', 'Wizard']",Rare,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=78697&type=card,CHK,2004-10-01
644,"Azamuki, Treachery Incarnate",3.0,['Red'],Legendary Creature — Spirit,['Spirit'],Uncommon,5,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74671&type=card,BOK,2005-02-04
645,Azimaet Drake,3.0,['Blue'],Creature — Drake,['Drake'],Common,1,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3324&type=card,MIR,1996-10-08
646,Azor's Elocutors,5.0,"['Blue', 'White']",Creature — Human Advisor,"['Human', 'Advisor']",Rare,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265418&type=card,RTR,2012-10-05
647,"Azor, the Lawbringer",6.0,"['Blue', 'White']",Legendary Creature — Sphinx,['Sphinx'],Mythic,6,6,,PRIX,2018-01-19
648,Azorius Aethermage,3.0,"['Blue', 'White']",Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=111256&type=card,DIS,2006-05-05
649,Azorius Arrester,2.0,['White'],Creature — Human Soldier,"['Human', 'Soldier']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270972&type=card,RTR,2012-10-05
650,Azorius First-Wing,2.0,"['Blue', 'White']",Creature — Griffin,['Griffin'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=97101&type=card,DIS,2006-05-05
651,Azorius Guildmage,2.0,"['Blue', 'White']",Creature — Vedalken Wizard,"['Vedalken', 'Wizard']",Rare,2,2,,PREL,2003-07-26
652,Azorius Herald,3.0,['White'],Creature — Spirit,['Spirit'],Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=107577&type=card,DIS,2006-05-05
653,Azorius Justiciar,4.0,['White'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270795&type=card,RTR,2012-10-05
654,Azorius Knight-Arbiter,5.0,"['Blue', 'White']",Creature — Human Knight,"['Human', 'Knight']",Common,2,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457298&type=card,RNA,2019-01-25
655,Azorius Skyguard,6.0,"['Blue', 'White']",Creature — Human Knight,"['Human', 'Knight']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457299&type=card,RNA,2019-01-25
656,Azra Bladeseeker,3.0,['Red'],Creature — Azra Warrior,"['Azra', 'Warrior']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=446023&type=card,BBD,2018-06-08
657,Azra Oddsmaker,3.0,"['Black', 'Red']",Creature — Azra Warrior,"['Azra', 'Warrior']",Uncommon,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=446043&type=card,BBD,2018-06-08
658,Azra Smokeshaper,4.0,['Black'],Creature — Azra Ninja,"['Azra', 'Ninja']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=464028&type=card,MH1,2019-06-14
659,Azure Drake,4.0,['Blue'],Creature — Drake,['Drake'],Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1472&type=card,LEG,1994-06-01
660,Azure Mage,2.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220268&type=card,M12,2011-07-15
661,"Azusa, Lost but Seeking",3.0,['Green'],Legendary Creature — Human Monk,"['Human', 'Monk']",Rare,1,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=80283&type=card,CHK,2004-10-01
662,Backdraft Hellkite,5.0,['Red'],Creature — Dragon,['Dragon'],Rare,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470569&type=card,C19,2019-08-23
663,Backwoods Survivalists,4.0,['Green'],Creature — Human Warrior,"['Human', 'Warrior']",Common,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414451&type=card,EMN,2016-07-22
664,"Baird, Steward of Argive",4.0,['White'],Legendary Creature — Human Soldier,"['Human', 'Soldier']",Uncommon,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=442892&type=card,DOM,2018-04-27
665,Bala Ged Scorpion,4.0,['Black'],Creature — Scorpion,['Scorpion'],Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194944&type=card,ROE,2010-04-23
666,Bala Ged Thief,4.0,['Black'],Creature — Human Rogue Ally,"['Human', 'Rogue', 'Ally']",Rare,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=197402&type=card,ZEN,2009-10-02
667,"Balan, Wandering Knight",4.0,['White'],Legendary Creature — Cat Knight,"['Cat', 'Knight']",Rare,3,3,,PZ2,2016-11-16
668,Balduvian Barbarians,3.0,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Common,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2608&type=card,ICE,1995-06-01
669,Balduvian Bears,2.0,['Green'],Creature — Bear,['Bear'],Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2550&type=card,ICE,1995-06-01
670,Balduvian Conjurer,2.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,0,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2494&type=card,ICE,1995-06-01
671,Balduvian Dead,4.0,['Black'],Creature — Zombie,['Zombie'],Uncommon,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3066&type=card,ALL,1996-06-10
672,Balduvian Fallen,4.0,['Black'],Creature — Zombie,['Zombie'],Uncommon,3,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121272&type=card,CSP,2006-07-21
673,Balduvian Frostwaker,3.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121175&type=card,CSP,2006-07-21
674,Balduvian Horde,4.0,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Rare,5,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3161&type=card,ALL,1996-06-10
675,Balduvian Hydra,2.0,['Red'],Creature — Hydra,['Hydra'],Rare,0,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2609&type=card,ICE,1995-06-01
676,Balduvian Shaman,1.0,['Blue'],Creature — Human Cleric Shaman,"['Human', 'Cleric', 'Shaman']",Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2495&type=card,ICE,1995-06-01
677,Balduvian War-Makers,5.0,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Common,3,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3162&type=card,ALL,1996-06-10
678,Balduvian Warlord,4.0,['Red'],Creature — Human Barbarian,"['Human', 'Barbarian']",Uncommon,3,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=122056&type=card,CSP,2006-07-21
679,Balefire Dragon,7.0,['Red'],Creature — Dragon,['Dragon'],Mythic,6,6,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230774&type=card,ISD,2011-09-30
680,Balefire Liege,5.0,"['Red', 'White']",Creature — Spirit Horror,"['Spirit', 'Horror']",Rare,2,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=158104&type=card,EVE,2008-07-25
681,Baleful Ammit,3.0,['Black'],Creature — Crocodile Demon,"['Crocodile', 'Demon']",Uncommon,4,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426781&type=card,AKH,2017-04-28
682,Baleful Eidolon,2.0,['Black'],Enchantment Creature — Spirit,['Spirit'],Common,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373720&type=card,THS,2013-09-27
683,Baleful Force,8.0,['Black'],Creature — Elemental,['Elemental'],Rare,7,7,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=376259&type=card,C13,2013-11-01
684,Baleful Strix,2.0,"['Black', 'Blue']",Artifact Creature — Bird,['Bird'],Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265156&type=card,PC2,2012-06-01
685,Ball Lightning,3.0,['Red'],Creature — Elemental,['Elemental'],Rare,6,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1783&type=card,DRK,1994-08-01
686,Ballista Squad,4.0,['White'],Creature — Human Rebel,"['Human', 'Rebel']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19781&type=card,MMQ,1999-10-04
687,Balloon Peddler,3.0,['Blue'],Creature — Human Spellshaper,"['Human', 'Spellshaper']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=19558&type=card,MMQ,1999-10-04
688,Ballot Broker,3.0,['White'],Creature — Human Advisor,"['Human', 'Advisor']",Common,2,3,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416770&type=card,CN2,2016-08-26
689,Ballynock Cohort,3.0,['White'],Creature — Kithkin Soldier,"['Kithkin', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=142045&type=card,SHM,2008-05-02
690,Ballynock Trapper,4.0,['White'],Creature — Kithkin Soldier,"['Kithkin', 'Soldier']",Common,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153480&type=card,EVE,2008-07-25
691,Ballyrush Banneret,2.0,['White'],Creature — Kithkin Soldier,"['Kithkin', 'Soldier']",Common,2,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=152623&type=card,MOR,2008-02-01
692,Baloth Gorger,4.0,['Green'],Creature — Beast,['Beast'],Common,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443044&type=card,DOM,2018-04-27
693,Baloth Null,6.0,"['Black', 'Green']",Creature — Zombie Beast,"['Zombie', 'Beast']",Uncommon,4,5,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407662&type=card,OGW,2016-01-22
694,Baloth Pup,2.0,['Green'],Creature — Beast,['Beast'],Uncommon,3,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=407637&type=card,OGW,2016-01-22
695,Baloth Woodcrasher,6.0,['Green'],Creature — Beast,['Beast'],Uncommon,4,4,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=192231&type=card,ZEN,2009-10-02
696,Balshan Beguiler,3.0,['Blue'],Creature — Human Wizard,"['Human', 'Wizard']",Uncommon,1,1,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=29738&type=card,ODY,2001-10-01
697,Balshan Collaborator,4.0,['Blue'],Creature — Bird Soldier,"['Bird', 'Soldier']",Uncommon,2,2,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=32915&type=card,TOR,2002-02-04
